item_id,app_name,posted,sentiment_analysis,recommend
282010,Carmageddon Max Pack,No data,1,True
70,Half-Life,2015,0,True
70,Half-Life,2011,0,True
70,Half-Life,2014,0,True
70,Half-Life,2013,2,True
70,Half-Life,2013,0,True
70,Half-Life,2014,0,True
70,Half-Life,2013,0,True
70,Half-Life,2015,1,True
70,Half-Life,2014,2,True
70,Half-Life,2015,2,True
70,Half-Life,No data,1,True
70,Half-Life,2014,2,True
70,Half-Life,2014,2,True
70,Half-Life,No data,1,True
70,Half-Life,No data,0,True
70,Half-Life,2015,1,True
70,Half-Life,2014,2,True
70,Half-Life,2015,2,True
70,Half-Life,2014,2,True
70,Half-Life,2015,0,True
70,Half-Life,2014,2,True
70,Half-Life,2014,0,True
70,Half-Life,2013,2,True
70,Half-Life,2015,2,True
70,Half-Life,2014,0,True
70,Half-Life,2012,2,True
70,Half-Life,2014,1,True
70,Half-Life,2014,2,True
70,Half-Life,2015,2,True
70,Half-Life,No data,2,True
70,Half-Life,2012,2,True
70,Half-Life,2014,1,True
70,Half-Life,2011,2,True
70,Half-Life,No data,2,False
70,Half-Life,2014,2,True
70,Half-Life,2014,2,True
70,Half-Life,2015,2,True
70,Half-Life,2014,0,True
70,Half-Life,2014,2,True
70,Half-Life,2015,0,True
70,Half-Life,2013,2,True
70,Half-Life,2014,2,True
70,Half-Life,2015,1,True
70,Half-Life,2015,0,True
70,Half-Life,2015,2,True
70,Half-Life,2014,2,True
70,Half-Life,2015,2,True
70,Half-Life,2014,2,True
70,Half-Life,2012,1,True
70,Half-Life,2013,2,True
70,Half-Life,2014,1,True
70,Half-Life,2013,2,True
70,Half-Life,2013,0,True
70,Half-Life,2015,2,True
70,Half-Life,2014,2,True
70,Half-Life,2014,2,True
70,Half-Life,2014,2,True
70,Half-Life,2015,1,True
70,Half-Life,2015,0,True
70,Half-Life,2015,2,True
70,Half-Life,No data,2,True
2400,The Ship: Murder Party,2014,2,True
2400,The Ship: Murder Party,2015,0,True
2400,The Ship: Murder Party,2015,2,True
2400,The Ship: Murder Party,2013,2,True
2400,The Ship: Murder Party,2014,2,True
2400,The Ship: Murder Party,2014,1,True
2400,The Ship: Murder Party,No data,2,True
2400,The Ship: Murder Party,2014,2,True
2400,The Ship: Murder Party,2014,1,True
2400,The Ship: Murder Party,2015,1,True
2400,The Ship: Murder Party,2014,0,False
2400,The Ship: Murder Party,No data,0,True
2400,The Ship: Murder Party,No data,2,True
2400,The Ship: Murder Party,2013,0,True
2400,The Ship: Murder Party,2015,2,True
2400,The Ship: Murder Party,2014,2,True
2400,The Ship: Murder Party,2014,0,True
2400,The Ship: Murder Party,2014,2,True
2400,The Ship: Murder Party,2014,2,True
2400,The Ship: Murder Party,2014,2,True
2400,The Ship: Murder Party,2014,1,True
2400,The Ship: Murder Party,2015,0,True
2400,The Ship: Murder Party,2014,1,True
3800,Advent Rising,2014,0,True
1520,DEFCON,2013,2,True
1520,DEFCON,2012,0,True
1520,DEFCON,2014,0,True
1520,DEFCON,2015,2,True
1520,DEFCON,2014,0,False
1520,DEFCON,2014,1,True
1520,DEFCON,2015,1,False
1520,DEFCON,2014,2,True
2420,The Ship: Single Player,2014,2,True
2420,The Ship: Single Player,2014,2,True
4000,Garry's Mod,2013,1,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,No data,2,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,No data,1,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2014,0,True
4000,Garry's Mod,2015,0,True
4000,Garry's Mod,No data,2,True
4000,Garry's Mod,2013,2,True
4000,Garry's Mod,2015,1,True
4000,Garry's Mod,2015,2,True
4000,Garry's Mod,2013,2,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,No data,2,True
4000,Garry's Mod,No data,1,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,No data,2,True
4000,Garry's Mod,2014,0,True
4000,Garry's Mod,2015,2,True
4000,Garry's Mod,No data,2,True
4000,Garry's Mod,2015,2,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,No data,2,True
4000,Garry's Mod,2015,1,True
4000,Garry's Mod,2015,2,True
4000,Garry's Mod,2015,2,True
4000,Garry's Mod,2014,1,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2015,2,True
4000,Garry's Mod,2014,1,True
4000,Garry's Mod,2014,1,True
4000,Garry's Mod,2015,2,True
4000,Garry's Mod,2014,1,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2015,1,True
4000,Garry's Mod,2015,0,True
4000,Garry's Mod,2013,2,True
4000,Garry's Mod,2013,1,True
4000,Garry's Mod,2015,0,False
4000,Garry's Mod,No data,0,True
4000,Garry's Mod,2014,1,True
4000,Garry's Mod,2014,0,True
4000,Garry's Mod,2015,2,True
4000,Garry's Mod,No data,2,True
4000,Garry's Mod,2015,1,False
4000,Garry's Mod,2014,0,True
4000,Garry's Mod,2015,2,True
4000,Garry's Mod,2013,2,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2012,2,True
4000,Garry's Mod,2015,1,True
4000,Garry's Mod,2015,2,True
4000,Garry's Mod,No data,2,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2015,2,True
4000,Garry's Mod,2015,0,True
4000,Garry's Mod,2013,2,True
4000,Garry's Mod,No data,2,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2012,2,True
4000,Garry's Mod,2013,2,True
4000,Garry's Mod,2011,1,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,No data,0,True
4000,Garry's Mod,No data,2,True
4000,Garry's Mod,2014,0,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2015,1,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2013,2,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2013,2,True
4000,Garry's Mod,2015,2,True
4000,Garry's Mod,2013,1,True
4000,Garry's Mod,No data,0,True
4000,Garry's Mod,2013,2,True
4000,Garry's Mod,2014,0,True
4000,Garry's Mod,No data,0,True
4000,Garry's Mod,2012,2,True
4000,Garry's Mod,2013,2,True
4000,Garry's Mod,2015,1,True
4000,Garry's Mod,No data,2,True
4000,Garry's Mod,2014,0,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2015,2,True
4000,Garry's Mod,2013,0,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2015,2,True
4000,Garry's Mod,No data,0,True
4000,Garry's Mod,2014,1,True
4000,Garry's Mod,2014,0,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,No data,1,True
4000,Garry's Mod,2015,2,True
4000,Garry's Mod,2015,2,True
4000,Garry's Mod,2012,1,True
4000,Garry's Mod,2013,1,True
4000,Garry's Mod,2015,2,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2013,0,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2015,1,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2013,2,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2014,0,True
4000,Garry's Mod,2013,0,True
4000,Garry's Mod,No data,2,True
4000,Garry's Mod,2015,1,True
4000,Garry's Mod,2014,0,True
4000,Garry's Mod,2013,2,True
4000,Garry's Mod,2015,2,True
4000,Garry's Mod,2015,2,True
4000,Garry's Mod,2014,1,True
4000,Garry's Mod,2015,2,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2015,1,True
4000,Garry's Mod,2015,2,True
4000,Garry's Mod,2013,0,True
4000,Garry's Mod,2011,0,True
4000,Garry's Mod,2013,2,True
4000,Garry's Mod,2015,2,True
4000,Garry's Mod,2013,2,True
4000,Garry's Mod,2014,2,False
4000,Garry's Mod,2013,2,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2015,2,True
4000,Garry's Mod,No data,2,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2013,0,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2014,0,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2014,1,True
4000,Garry's Mod,2015,0,False
4000,Garry's Mod,2013,1,True
4000,Garry's Mod,2015,2,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,No data,2,True
4000,Garry's Mod,2015,0,True
4000,Garry's Mod,No data,1,True
4000,Garry's Mod,2015,2,True
4000,Garry's Mod,2014,1,True
4000,Garry's Mod,2013,0,True
4000,Garry's Mod,2013,0,True
4000,Garry's Mod,2013,2,True
4000,Garry's Mod,2014,0,True
4000,Garry's Mod,2013,1,True
4000,Garry's Mod,2014,0,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2015,2,True
4000,Garry's Mod,No data,1,True
4000,Garry's Mod,2013,1,True
4000,Garry's Mod,2015,2,True
4000,Garry's Mod,2014,0,True
4000,Garry's Mod,2014,0,True
4000,Garry's Mod,2014,1,True
4000,Garry's Mod,2013,0,True
4000,Garry's Mod,No data,2,True
4000,Garry's Mod,2015,0,True
4000,Garry's Mod,2013,2,True
4000,Garry's Mod,No data,1,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,No data,0,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2015,0,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2015,2,True
4000,Garry's Mod,2014,0,True
4000,Garry's Mod,No data,2,True
4000,Garry's Mod,No data,0,False
4000,Garry's Mod,No data,2,True
4000,Garry's Mod,2015,2,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2014,1,False
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,No data,2,True
4000,Garry's Mod,2013,2,True
4000,Garry's Mod,2015,0,True
4000,Garry's Mod,No data,0,True
4000,Garry's Mod,2013,0,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2015,1,True
4000,Garry's Mod,2014,0,True
4000,Garry's Mod,2014,1,True
4000,Garry's Mod,2014,1,True
4000,Garry's Mod,2012,2,True
4000,Garry's Mod,2015,2,True
4000,Garry's Mod,No data,2,True
4000,Garry's Mod,2013,2,True
4000,Garry's Mod,2015,1,True
4000,Garry's Mod,2013,1,True
4000,Garry's Mod,2012,2,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2012,2,True
4000,Garry's Mod,2013,2,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2014,1,True
4000,Garry's Mod,2015,2,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2013,1,True
4000,Garry's Mod,2011,1,True
4000,Garry's Mod,2014,1,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2015,1,True
4000,Garry's Mod,No data,1,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2015,2,True
4000,Garry's Mod,2013,2,True
4000,Garry's Mod,2015,2,True
4000,Garry's Mod,2015,2,True
4000,Garry's Mod,2013,2,True
4000,Garry's Mod,2013,0,True
4000,Garry's Mod,2013,2,True
4000,Garry's Mod,2014,1,True
4000,Garry's Mod,2012,0,True
4000,Garry's Mod,No data,0,True
4000,Garry's Mod,2014,1,True
4000,Garry's Mod,2013,2,True
4000,Garry's Mod,2014,0,True
4000,Garry's Mod,No data,1,True
4000,Garry's Mod,2014,0,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2013,2,True
4000,Garry's Mod,2014,1,True
4000,Garry's Mod,2013,2,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2015,2,True
4000,Garry's Mod,2014,1,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2013,2,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,No data,0,True
4000,Garry's Mod,2014,0,True
4000,Garry's Mod,2015,1,True
4000,Garry's Mod,2013,1,True
4000,Garry's Mod,2015,2,True
4000,Garry's Mod,2013,0,True
4000,Garry's Mod,2015,2,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2013,2,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2015,0,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,No data,0,True
4000,Garry's Mod,No data,0,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2015,2,True
4000,Garry's Mod,2015,2,True
4000,Garry's Mod,2013,1,True
4000,Garry's Mod,2015,0,True
4000,Garry's Mod,2013,1,True
4000,Garry's Mod,2014,1,True
4000,Garry's Mod,2015,1,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2014,1,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2013,2,True
4000,Garry's Mod,2015,2,True
4000,Garry's Mod,2014,1,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2015,1,True
4000,Garry's Mod,2014,1,True
4000,Garry's Mod,No data,2,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2014,0,True
4000,Garry's Mod,2011,2,True
4000,Garry's Mod,2015,2,True
4000,Garry's Mod,2013,1,True
4000,Garry's Mod,2013,0,True
4000,Garry's Mod,No data,1,True
4000,Garry's Mod,2013,0,True
4000,Garry's Mod,2014,1,True
4000,Garry's Mod,2014,0,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2015,0,True
4000,Garry's Mod,2015,1,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2014,0,True
4000,Garry's Mod,2013,2,True
4000,Garry's Mod,2014,1,True
4000,Garry's Mod,2015,2,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2014,0,True
4000,Garry's Mod,2013,1,True
4000,Garry's Mod,2015,1,True
4000,Garry's Mod,2013,0,True
4000,Garry's Mod,2010,2,True
4000,Garry's Mod,2015,2,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2013,2,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2013,2,True
4000,Garry's Mod,2014,0,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2014,0,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2013,1,True
4000,Garry's Mod,2014,1,True
4000,Garry's Mod,2014,2,False
4000,Garry's Mod,2012,2,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2015,2,True
4000,Garry's Mod,2013,2,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2014,1,True
4000,Garry's Mod,2014,1,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2015,2,True
4000,Garry's Mod,2013,2,True
4000,Garry's Mod,2015,1,False
4000,Garry's Mod,2014,1,True
4000,Garry's Mod,2013,0,True
4000,Garry's Mod,No data,2,True
4000,Garry's Mod,2013,0,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2013,2,True
4000,Garry's Mod,2014,0,False
4000,Garry's Mod,2015,2,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2013,2,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2015,1,True
4000,Garry's Mod,2014,0,True
4000,Garry's Mod,2013,1,True
4000,Garry's Mod,2013,1,True
4000,Garry's Mod,2014,0,True
4000,Garry's Mod,2015,2,True
4000,Garry's Mod,2014,0,True
4000,Garry's Mod,2014,0,True
4000,Garry's Mod,2013,0,True
4000,Garry's Mod,2013,1,True
4000,Garry's Mod,2012,1,True
4000,Garry's Mod,2013,2,True
4000,Garry's Mod,2015,2,True
4000,Garry's Mod,No data,1,True
4000,Garry's Mod,2015,1,True
4000,Garry's Mod,2013,2,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2015,0,True
4000,Garry's Mod,2014,0,True
4000,Garry's Mod,2014,0,True
4000,Garry's Mod,2013,1,True
4000,Garry's Mod,2014,1,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2013,2,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2014,0,True
4000,Garry's Mod,2014,1,True
4000,Garry's Mod,2013,2,True
4000,Garry's Mod,2014,1,True
4000,Garry's Mod,2013,2,True
4000,Garry's Mod,2015,2,True
4000,Garry's Mod,2015,2,True
4000,Garry's Mod,2015,2,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2015,0,True
4000,Garry's Mod,2014,0,True
4000,Garry's Mod,2014,1,True
4000,Garry's Mod,2013,2,True
4000,Garry's Mod,No data,1,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2013,2,True
4000,Garry's Mod,2015,2,True
4000,Garry's Mod,2013,2,True
4000,Garry's Mod,2012,0,True
4000,Garry's Mod,2015,2,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2014,0,True
4000,Garry's Mod,2013,2,True
4000,Garry's Mod,2015,2,True
4000,Garry's Mod,No data,2,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2015,2,True
4000,Garry's Mod,2013,0,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2015,0,True
4000,Garry's Mod,No data,2,True
4000,Garry's Mod,2015,1,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2013,2,True
4000,Garry's Mod,2013,2,True
4000,Garry's Mod,No data,2,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2013,2,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2015,0,True
4000,Garry's Mod,2015,1,True
4000,Garry's Mod,2013,0,True
4000,Garry's Mod,2015,0,True
4000,Garry's Mod,2014,1,True
4000,Garry's Mod,2015,1,True
4000,Garry's Mod,2012,2,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,No data,1,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2011,0,True
4000,Garry's Mod,2013,2,True
4000,Garry's Mod,No data,0,False
4000,Garry's Mod,2015,1,True
4000,Garry's Mod,2013,1,True
4000,Garry's Mod,2013,0,True
4000,Garry's Mod,2013,2,True
4000,Garry's Mod,2015,0,True
4000,Garry's Mod,2014,2,True
4000,Garry's Mod,2014,0,True
4000,Garry's Mod,2013,2,True
