item_id,release_year,sentiment_analysis
282010,1997,1
282010,1997,1
282010,1997,1
70,1998,0
70,1998,0
70,1998,0
70,1998,2
70,1998,0
70,1998,0
70,1998,0
70,1998,1
70,1998,2
70,1998,2
70,1998,1
70,1998,2
70,1998,2
70,1998,1
70,1998,0
70,1998,1
70,1998,2
70,1998,2
70,1998,2
70,1998,0
70,1998,2
70,1998,0
70,1998,2
70,1998,2
70,1998,0
70,1998,2
70,1998,1
70,1998,2
70,1998,2
70,1998,2
70,1998,2
70,1998,1
70,1998,2
70,1998,2
70,1998,2
70,1998,2
70,1998,2
70,1998,0
70,1998,2
70,1998,0
70,1998,2
70,1998,2
70,1998,1
70,1998,0
70,1998,2
70,1998,2
70,1998,2
70,1998,2
70,1998,1
70,1998,2
70,1998,1
70,1998,2
70,1998,0
70,1998,2
70,1998,2
70,1998,2
70,1998,2
70,1998,1
70,1998,0
70,1998,2
70,1998,2
2400,2006,2
2400,2006,0
2400,2006,2
2400,2006,2
2400,2006,2
2400,2006,1
2400,2006,2
2400,2006,2
2400,2006,1
2400,2006,1
2400,2006,0
2400,2006,0
2400,2006,2
2400,2006,0
2400,2006,2
2400,2006,2
2400,2006,0
2400,2006,2
2400,2006,2
2400,2006,2
2400,2006,1
2400,2006,0
2400,2006,1
2400,2006,2
2400,2006,0
2400,2006,2
2400,2006,2
2400,2006,2
2400,2006,1
2400,2006,2
2400,2006,2
2400,2006,1
2400,2006,1
2400,2006,0
2400,2006,0
2400,2006,2
2400,2006,0
2400,2006,2
2400,2006,2
2400,2006,0
2400,2006,2
2400,2006,2
2400,2006,2
2400,2006,1
2400,2006,0
2400,2006,1
2400,2006,2
2400,2006,0
2400,2006,2
2400,2006,2
2400,2006,2
2400,2006,1
2400,2006,2
2400,2006,2
2400,2006,1
2400,2006,1
2400,2006,0
2400,2006,0
2400,2006,2
2400,2006,0
2400,2006,2
2400,2006,2
2400,2006,0
2400,2006,2
2400,2006,2
2400,2006,2
2400,2006,1
2400,2006,0
2400,2006,1
3800,2005,0
1520,2006,2
1520,2006,0
1520,2006,0
1520,2006,2
1520,2006,0
1520,2006,1
1520,2006,1
1520,2006,2
1520,2006,2
1520,2006,0
1520,2006,0
1520,2006,2
1520,2006,0
1520,2006,1
1520,2006,1
1520,2006,2
2420,2006,2
2420,2006,2
2420,2006,2
2420,2006,2
2420,2006,2
2420,2006,2
4000,2006,1
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,1
4000,2006,2
4000,2006,0
4000,2006,0
4000,2006,2
4000,2006,2
4000,2006,1
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,1
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,0
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,1
4000,2006,2
4000,2006,2
4000,2006,1
4000,2006,2
4000,2006,2
4000,2006,1
4000,2006,1
4000,2006,2
4000,2006,1
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,1
4000,2006,0
4000,2006,2
4000,2006,1
4000,2006,0
4000,2006,0
4000,2006,1
4000,2006,0
4000,2006,2
4000,2006,2
4000,2006,1
4000,2006,0
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,1
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,0
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,1
4000,2006,2
4000,2006,0
4000,2006,2
4000,2006,0
4000,2006,2
4000,2006,1
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,1
4000,2006,0
4000,2006,2
4000,2006,0
4000,2006,0
4000,2006,2
4000,2006,2
4000,2006,1
4000,2006,2
4000,2006,0
4000,2006,2
4000,2006,2
4000,2006,0
4000,2006,2
4000,2006,2
4000,2006,0
4000,2006,1
4000,2006,0
4000,2006,2
4000,2006,1
4000,2006,2
4000,2006,2
4000,2006,1
4000,2006,1
4000,2006,2
4000,2006,2
4000,2006,0
4000,2006,2
4000,2006,2
4000,2006,1
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,0
4000,2006,0
4000,2006,2
4000,2006,1
4000,2006,0
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,1
4000,2006,2
4000,2006,2
4000,2006,1
4000,2006,2
4000,2006,0
4000,2006,0
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,0
4000,2006,2
4000,2006,0
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,1
4000,2006,0
4000,2006,1
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,0
4000,2006,1
4000,2006,2
4000,2006,1
4000,2006,0
4000,2006,0
4000,2006,2
4000,2006,0
4000,2006,1
4000,2006,0
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,1
4000,2006,1
4000,2006,2
4000,2006,0
4000,2006,0
4000,2006,1
4000,2006,0
4000,2006,2
4000,2006,0
4000,2006,2
4000,2006,1
4000,2006,2
4000,2006,2
4000,2006,0
4000,2006,2
4000,2006,0
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,0
4000,2006,2
4000,2006,0
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,1
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,0
4000,2006,0
4000,2006,0
4000,2006,2
4000,2006,1
4000,2006,0
4000,2006,1
4000,2006,1
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,1
4000,2006,1
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,1
4000,2006,2
4000,2006,2
4000,2006,1
4000,2006,1
4000,2006,1
4000,2006,2
4000,2006,1
4000,2006,1
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,0
4000,2006,2
4000,2006,1
4000,2006,0
4000,2006,0
4000,2006,1
4000,2006,2
4000,2006,0
4000,2006,1
4000,2006,0
4000,2006,2
4000,2006,2
4000,2006,1
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,1
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,0
4000,2006,0
4000,2006,1
4000,2006,1
4000,2006,2
4000,2006,0
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,0
4000,2006,2
4000,2006,0
4000,2006,0
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,1
4000,2006,0
4000,2006,1
4000,2006,1
4000,2006,1
4000,2006,2
4000,2006,1
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,1
4000,2006,2
4000,2006,1
4000,2006,1
4000,2006,2
4000,2006,2
4000,2006,0
4000,2006,2
4000,2006,2
4000,2006,1
4000,2006,0
4000,2006,1
4000,2006,0
4000,2006,1
4000,2006,0
4000,2006,2
4000,2006,2
4000,2006,0
4000,2006,1
4000,2006,2
4000,2006,0
4000,2006,2
4000,2006,1
4000,2006,2
4000,2006,2
4000,2006,0
4000,2006,1
4000,2006,1
4000,2006,0
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,0
4000,2006,2
4000,2006,0
4000,2006,2
4000,2006,1
4000,2006,1
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,1
4000,2006,1
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,1
4000,2006,1
4000,2006,0
4000,2006,2
4000,2006,0
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,0
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,1
4000,2006,0
4000,2006,1
4000,2006,1
4000,2006,0
4000,2006,2
4000,2006,0
4000,2006,0
4000,2006,0
4000,2006,1
4000,2006,1
4000,2006,2
4000,2006,2
4000,2006,1
4000,2006,1
4000,2006,2
4000,2006,2
4000,2006,0
4000,2006,0
4000,2006,0
4000,2006,1
4000,2006,1
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,0
4000,2006,1
4000,2006,2
4000,2006,1
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,0
4000,2006,0
4000,2006,1
4000,2006,2
4000,2006,1
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,0
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,0
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,0
4000,2006,2
4000,2006,0
4000,2006,2
4000,2006,1
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,0
4000,2006,1
4000,2006,0
4000,2006,0
4000,2006,1
4000,2006,1
4000,2006,2
4000,2006,2
4000,2006,1
4000,2006,2
4000,2006,0
4000,2006,2
4000,2006,0
4000,2006,1
4000,2006,1
4000,2006,0
4000,2006,2
4000,2006,0
4000,2006,2
4000,2006,0
4000,2006,2
4000,2006,2
4000,2006,1
4000,2006,2
4000,2006,2
4000,2006,0
4000,2006,1
4000,2006,1
4000,2006,2
4000,2006,0
4000,2006,2
4000,2006,1
4000,2006,1
4000,2006,2
4000,2006,0
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,0
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,1
4000,2006,1
4000,2006,0
4000,2006,1
4000,2006,0
4000,2006,2
4000,2006,2
4000,2006,0
4000,2006,1
4000,2006,1
4000,2006,0
4000,2006,2
4000,2006,1
4000,2006,0
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,0
4000,2006,2
4000,2006,2
4000,2006,0
4000,2006,2
4000,2006,2
4000,2006,0
4000,2006,0
4000,2006,2
4000,2006,2
4000,2006,0
4000,2006,2
4000,2006,2
4000,2006,1
4000,2006,2
4000,2006,0
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,0
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,1
4000,2006,2
4000,2006,2
4000,2006,1
4000,2006,2
4000,2006,1
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,0
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,0
4000,2006,0
4000,2006,2
4000,2006,2
4000,2006,1
4000,2006,0
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,1
4000,2006,2
4000,2006,1
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,0
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,0
4000,2006,2
4000,2006,0
4000,2006,2
4000,2006,1
4000,2006,2
4000,2006,1
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,0
4000,2006,2
4000,2006,0
4000,2006,0
4000,2006,2
4000,2006,2
4000,2006,0
4000,2006,2
4000,2006,1
4000,2006,2
4000,2006,0
4000,2006,0
4000,2006,2
4000,2006,2
4000,2006,1
4000,2006,1
4000,2006,2
4000,2006,2
4000,2006,0
4000,2006,1
4000,2006,2
4000,2006,2
4000,2006,0
4000,2006,2
4000,2006,2
4000,2006,1
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,0
4000,2006,2
4000,2006,1
4000,2006,0
4000,2006,0
4000,2006,1
4000,2006,2
4000,2006,0
4000,2006,2
4000,2006,0
4000,2006,0
4000,2006,0
4000,2006,1
4000,2006,2
4000,2006,1
4000,2006,1
4000,2006,1
4000,2006,1
4000,2006,0
4000,2006,2
4000,2006,0
4000,2006,1
4000,2006,0
4000,2006,2
4000,2006,2
4000,2006,0
4000,2006,1
4000,2006,1
4000,2006,1
4000,2006,1
4000,2006,0
4000,2006,2
4000,2006,2
4000,2006,1
4000,2006,0
4000,2006,0
4000,2006,2
4000,2006,0
4000,2006,0
4000,2006,2
4000,2006,0
4000,2006,2
4000,2006,2
4000,2006,1
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,1
4000,2006,1
4000,2006,2
4000,2006,0
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,1
4000,2006,1
4000,2006,1
4000,2006,1
4000,2006,2
4000,2006,0
4000,2006,0
4000,2006,0
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,0
4000,2006,1
4000,2006,1
4000,2006,0
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,1
4000,2006,2
4000,2006,1
4000,2006,2
4000,2006,1
4000,2006,1
4000,2006,2
4000,2006,1
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,0
4000,2006,1
4000,2006,1
4000,2006,0
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,1
4000,2006,2
4000,2006,2
4000,2006,0
4000,2006,2
4000,2006,2
4000,2006,0
4000,2006,0
4000,2006,2
4000,2006,2
4000,2006,1
4000,2006,0
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,1
4000,2006,2
4000,2006,0
4000,2006,0
4000,2006,0
4000,2006,2
4000,2006,0
4000,2006,1
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,0
4000,2006,2
4000,2006,2
4000,2006,1
4000,2006,2
4000,2006,2
4000,2006,1
4000,2006,2
4000,2006,1
4000,2006,0
4000,2006,2
4000,2006,1
4000,2006,0
4000,2006,2
4000,2006,2
4000,2006,0
4000,2006,0
4000,2006,2
4000,2006,1
4000,2006,0
4000,2006,1
4000,2006,1
4000,2006,1
4000,2006,2
4000,2006,1
4000,2006,1
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,1
4000,2006,2
4000,2006,1
4000,2006,0
4000,2006,2
4000,2006,2
4000,2006,1
4000,2006,1
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,1
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,1
4000,2006,2
4000,2006,2
4000,2006,0
4000,2006,2
4000,2006,0
4000,2006,0
4000,2006,1
4000,2006,1
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,0
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,0
4000,2006,1
4000,2006,2
4000,2006,1
4000,2006,1
4000,2006,1
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,0
4000,2006,0
4000,2006,2
4000,2006,1
4000,2006,1
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,1
4000,2006,2
4000,2006,0
4000,2006,0
4000,2006,0
4000,2006,1
4000,2006,2
4000,2006,2
4000,2006,1
4000,2006,2
4000,2006,2
4000,2006,1
4000,2006,0
4000,2006,1
4000,2006,0
4000,2006,1
4000,2006,2
4000,2006,2
4000,2006,1
4000,2006,2
4000,2006,0
4000,2006,2
4000,2006,2
4000,2006,1
4000,2006,2
4000,2006,2
4000,2006,0
4000,2006,2
4000,2006,0
4000,2006,2
4000,2006,0
4000,2006,0
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,1
4000,2006,2
4000,2006,0
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,1
4000,2006,1
4000,2006,2
4000,2006,0
4000,2006,0
4000,2006,2
4000,2006,1
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,0
4000,2006,2
4000,2006,0
4000,2006,2
4000,2006,0
4000,2006,0
4000,2006,0
4000,2006,2
4000,2006,1
4000,2006,0
4000,2006,2
4000,2006,2
4000,2006,0
4000,2006,1
4000,2006,2
4000,2006,1
4000,2006,0
4000,2006,0
4000,2006,2
4000,2006,1
4000,2006,0
4000,2006,2
4000,2006,2
4000,2006,0
4000,2006,0
4000,2006,1
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,0
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,1
4000,2006,2
4000,2006,2
4000,2006,1
4000,2006,0
4000,2006,2
4000,2006,2
4000,2006,0
4000,2006,1
4000,2006,0
4000,2006,1
4000,2006,1
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,1
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,1
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,1
4000,2006,2
4000,2006,1
4000,2006,0
4000,2006,1
4000,2006,2
4000,2006,2
4000,2006,0
4000,2006,1
4000,2006,1
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,1
4000,2006,2
4000,2006,2
4000,2006,0
4000,2006,2
4000,2006,2
4000,2006,0
4000,2006,1
4000,2006,1
4000,2006,0
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,0
4000,2006,2
4000,2006,1
4000,2006,2
4000,2006,1
4000,2006,2
4000,2006,2
4000,2006,0
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,0
4000,2006,2
4000,2006,2
4000,2006,2
4000,2006,2
